Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2006,Kevin Boothe,Cornell,OT,77,316,,5.41,23,31.5,98,5.07,8.37
2006,Jovon Bouknight,Wyoming,WR,74,195,,4.71,,34.0,120,4.05,6.94
2006,McKinley Boykin,Mississippi,DT,73,289,,5.01,30,30.5,109,4.78,
2006,Trent Bray,Oregon State,ILB,73,231,,4.90,18,32.0,109,4.42,7.16
2006,Darrell Brooks,Arizona,FS,73,198,,4.61,7,36.5,125,4.38,6.98
2006,Manaia Brown,BYU,DT,75,301,,5.10,21,34.5,111,4.49,7.65
2006,Copeland Bryan,Arizona,DE,76,253,,4.90,16,33.0,117,4.31,7.12
2006,Daniel Bullocks,Nebraska,SS,73,212,,4.38,18,38.0,124,4.18,6.92
2006,Brodrick Bunkley,Florida State,DT,75,306,,5.01,44,32.5,113,,
2006,Rashad Butler,Miami,OT,77,293,,*5.32,16,28.0,,4.55,7.90
2006,Brian Calhoun,Wisconsin,RB,69,201,,4.57,18,31.5,124,4.24,7.05
2006,Jason Carter,Texas A&M,WR,73,211,,4.60,,33.0,116,4.22,6.89
2006,Chris Chester,Oklahoma,C,76,303,,4.83,27,31.5,106,4.51,7.33
2006,Jeromey Clary,Kansas State,OT,78,309,,5.28,24,26.0,102,4.66,7.80
2006,Kellen Clemens,Oregon,QB,74,224,35,*4.89,,,,,
2006,Barry Cofield,Northwestern,DT,76,304,,4.95,35,34.0,105,4.35,7.43
2006,Daryn Colledge,Boise State,OT,77,299,,5.05,21,32.5,110,4.60,7.46
2006,Marques Colston,Hofstra,WR,77,224,,4.50,,37.0,123,4.44,6.96
2006,Ryan Cook,New Mexico,OT,79,328,,5.47,28,26.5,97,4.67,7.93
2006,Antonio Cromartie,Florida State,CB,74,208,,4.47,18,38.0,132,,
2006,Brodie Croyle,Alabama,QB,75,205,24,4.88,,30.5,104,4.26,7.36
2006,Jay Cutler,Vanderbilt,QB,75,226,26,4.77,,,,4.31,7.12
2006,Owen Daniels,Wisconsin,TE,76,253,,4.65,23,34.5,114,4.11,6.88
2006,P.J. Daniels,Georgia Tech,RB,70,214,,4.64,21,33.0,116,4.40,7.13
2006,Charles Davis,Purdue,TE,78,263,,4.87,27,31.5,108,4.37,7.54
2006,Vernon Davis,Maryland,TE,75,254,,4.38,33,42.0,128,4.17,7.00
2006,Tim Day,Oregon,TE,75,256,,4.74,24,35.0,109,4.20,7.06
2006,Mike Degory,Florida,C,78,305,,5.42,24,26.0,98,4.71,8.05
2006,Marcus Demps,San Diego State,FS,73,198,,4.70,17,31.0,117,4.13,6.93
2006,Chris Denney,Nebraska-Omaha,WR,75,224,,4.65,,33.0,110,4.36,7.03
2006,Tim Dobbins,Iowa State,ILB,73,246,,4.59,23,35.5,110,4.39,7.25
2006,Reed Doughty,Northern Colorado,FS,73,209,,4.65,15,37.0,121,4.17,6.66
2006,Kader Drame,Syracuse,DT,77,290,,5.25,17,30.5,108,,8.14
2006,Maurice Drew,UCLA,RB,67,207,,4.39,18,36.0,116,4.41,7.08
2006,Elvis Dumervil,Louisville,DE,73,257,,4.75,30,,,,
2006,Dusty Dvoracek,Oklahoma,DT,75,306,,5.01,34,34.0,110,4.37,7.62
2006,Ray Edwards,Purdue,DE,77,273,,4.81,30,39.0,114,4.59,7.71
2006,Keith Ellison,Oregon State,OLB,74,235,,4.76,24,32.5,115,4.16,7.23
2006,Greg Eslinger,Minnesota,C,75,292,,5.13,28,30.0,101,4.69,7.59
2006,Bruce Eugene,Grambling State (LA),QB,73,260,,5.12,,27.5,94,4.78,7.97
2006,Jhari Evans,Bloomsburg,OT,77,316,,5.25,20,27.0,95,4.88,7.98
2006,Anthony Fasano,Notre Dame,TE,76,259,,*4.86,19,33.5,,4.34,6.94
2006,Daniel Fells,Cal Davis,TE,76,259,,4.95,19,29.5,108,4.52,7.29
2006,Omar Gaither,Tennessee,OLB,73,234,,4.78,23,37.0,115,4.32,7.31
2006,Quinton Ganther,Utah,RB,70,218,,4.50,29,35.0,119,,7.21
2006,Chris Gocong,Cal Poly,DE,74,263,,4.70,28,38.5,123,4.09,7.06
2006,Kedric Golston,Georgia,DT,76,300,,4.88,31,33.0,111,4.45,7.61
2006,Charles Gordon,Kansas,CB,70,183,,4.60,12,35.5,115,4.23,6.96
2006,Bruce Gradkowski,Toledo,QB,74,217,,4.59,,34.0,107,4.16,7.13
2006,Marcus Green,Ohio State,DT,73,295,,5.14,33,31.0,108,4.88,7.62
2006,Skyler Green,Louisiana State,WR,69,192,,4.53,,34.0,118,,
2006,Chad Greenway,Iowa,OLB,75,242,,4.76,16,33.5,117,4.22,7.01
2006,Cedric Griffin,Texas,FS,73,199,,4.51,17,35.5,125,4.10,6.86
2006,Darrell Hackney,Alabama-Birmingham,QB,73,239,40,4.82,,33.0,110,4.69,7.62
2006,Derek Hagan,Arizona State,WR,74,208,,4.45,,36.0,124,4.07,
2006,Marques Hagans,Virginia,RB,70,202,,4.67,,35.0,114,4.43,7.03
2006,Andre Hall,South Florida,RB,69,208,,4.40,18,33.0,113,,7.39
2006,Chris Hannon,Tennessee,WR,75,205,,4.48,,34.5,122,,
2006,Parys Haralson,Tennessee,DE,73,253,,4.80,24,32.0,115,4.28,7.38
2006,Chris Harrell,Penn State,SS,73,209,,4.70,15,40.5,119,4.13,7.02
2006,Gilbert Harris,Arizona,FB,74,235,,4.73,20,36.0,117,4.39,7.02
2006,Jerome Harrison,Washington State,RB,69,201,,4.47,19,34.5,124,4.08,6.79
2006,Mike Hass,Oregon State,WR,73,208,,4.59,,32.0,116,4.15,6.97
2006,Jason Hatcher,Grambling State (LA),DE,78,284,,4.82,28,35.5,113,4.50,7.68
2006,Spencer Havner,UCLA,ILB,76,242,,4.69,,39.0,116,4.09,6.82
2006,A.J. Hawk,Ohio State,OLB,73,248,,4.59,24,40.0,115,3.96,6.82
2006,Chris Hawkins,Marshall,CB,70,183,,4.51,16,37.0,116,4.19,
2006,Taurean Henderson,Texas Tech,RB,70,204,,4.62,,32.5,112,4.43,7.02
2006,Matt Henshaw,Florida State,TE,77,248,,4.73,16,29.0,111,4.46,7.45
2006,Jarvis Herring,Florida,SS,71,207,,4.85,15,36.5,116,4.30,7.34
2006,Devin Hester,Miami,WR,71,190,,4.41,16,38.0,124,,
2006,Tye Hill,Clemson,CB,70,185,,4.34,,41.0,129,4.05,6.64
2006,Ed Hinkel,Iowa,WR,73,190,,4.54,,34.0,116,4.10,6.98
2006,Abdul Hodge,Iowa,ILB,73,236,,4.76,,31.0,108,4.35,7.11
2006,Reuben Houston,Georgia Tech,CB,73,192,,4.62,21,41.5,127,4.45,
2006,Thomas Howard,Texas-El Paso,OLB,75,239,,4.42,21,39.0,124,4.29,6.98
2006,Oliver Hoyte,North Carolina State,ILB,75,245,,4.93,19,32.0,112,4.31,7.48
2006,Michael Huff,Texas,SS,73,204,,4.34,21,40.5,125,,
2006,Cedric Humes,Virginia Tech,RB,73,227,,4.62,18,30.5,106,4.23,7.07
2006,Darrell Hunter,Miami (OH),CB,73,206,,4.44,8,36.0,123,4.14,
2006,Clint Ingram,Oklahoma,OLB,74,244,,4.65,22,41.0,,4.11,7.12
2006,Chad Jackson,Florida,WR,73,213,15,4.32,,38.5,122,4.03,6.74
2006,D'Qwell Jackson,Maryland,ILB,73,230,,4.73,19,37.0,116,4.37,7.05
2006,Tarvaris Jackson,Alabama State,QB,74,226,19,4.69,,31.5,107,4.40,7.41
2006,Tommy Jackson,Auburn,DT,73,304,,5.19,26,31.0,104,4.61,7.74
2006,Omar Jacobs,Bowling Green,QB,76,232,38,4.84,,32.5,108,4.31,7.47
2006,Max Jean-Gilles,Georgia,OG,76,355,,5.48,27,24.5,95,5.08,8.56
2006,Julian Jenkins,Stanford,DE,76,277,,5.03,25,34.5,110,4.24,7.11
2006,Adam Jennings,Fresno State,WR,69,181,,4.44,,37.5,118,4.16,6.89
2006,Greg Jennings,Western Michigan,WR,71,197,,4.42,,36.5,117,4.18,6.69
2006,Kelly Jennings,Miami,CB,71,178,,4.39,,40.0,120,4.04,
2006,Tim Jennings,Georgia,CB,68,185,,4.32,17,37.5,,,
2006,Brandon Johnson,Louisville,OLB,77,228,,4.44,11,37.0,118,4.34,7.19
2006,Johnny Jolly,Texas A&M,DT,75,317,,5.41,,,104,,
2006,Davin Joseph,Oklahoma,OG,75,311,,5.09,24,32.0,111,5.02,
2006,Johnathan Joseph,South Carolina,CB,71,193,,4.31,15,37.0,123,4.27,6.94
2006,Freddy Keiaho,San Diego State,ILB,71,224,,*4.65,15,36.0,,4.12,7.02
2006,Charlton Keith,Kansas,OLB,77,237,,4.78,12,30.5,109,4.42,7.04
2006,William Kershaw,Maryland,OLB,75,240,,4.63,21,37.0,111,4.20,6.96
2006,Jeff King,Virginia Tech,TE,77,245,,4.83,21,32.5,109,4.13,6.99
2006,David Kirtman,Southern California,FB,73,233,,4.76,,29.5,106,4.32,7.18
2006,Mathias Kiwanuka,Boston College,DE,78,266,,4.70,17,32.0,120,4.15,7.29
2006,Joe Klopfenstein,Colorado,TE,78,255,,4.63,27,36.0,112,4.24,7.40
2006,Mike Kudla,Ohio State,DE,74,265,,4.72,45,37.0,114,4.45,7.22
2006,Chris Kuper,North Dakota,OG,77,301,,5.10,24,30.0,109,4.62,7.59
2006,Ryan LaCasse,Syracuse,DE,75,257,,4.62,34,34.0,113,4.34,7.26
2006,Dawan Landry,Georgia Tech,SS,73,220,,4.64,18,37.5,124,4.28,
2006,Manny Lawson,North Carolina State,OLB,78,241,,4.43,23,39.5,124,4.21,6.90
2006,Josh Lay,Pittsburgh,CB,73,197,,4.48,16,40.5,120,,
2006,Greg Lee,Pittsburgh,WR,74,201,,4.59,,35.5,114,4.11,6.81
2006,Matt Leinart,Southern California,QB,77,223,35,*4.90,,,,,
2006,Jonathan Lewis,Virginia Tech,DT,73,309,,4.97,24,33.5,111,4.43,7.42
2006,Marcedes Lewis,UCLA,TE,79,261,,4.80,23,37.0,118,4.84,7.24
2006,Calvin Lowry,Penn State,SS,71,200,,4.54,15,36.0,120,4.23,7.16
2006,Travis Lulay,Montana State,QB,75,216,37,4.71,,35.0,111,4.07,6.93
2006,Wali Lundy,Virginia,RB,71,214,,4.48,18,35.0,111,4.37,7.01
2006,Taitusi Lutui,Southern California,OG,76,334,,5.45,26,28.0,97,4.83,8.05
2006,Antonio Malone,Toledo,CB,73,200,,4.59,10,34.0,111,4.13,7.06
2006,Nick Mangold,Ohio State,C,76,300,,5.05,24,27.5,104,4.40,7.48
2006,Danieal Manning,Abilene Christian,CB,71,202,,4.48,17,39.0,123,4.08,7.24
2006,Brandon Marshall,Central Florida,WR,77,229,,4.52,,37.0,120,,
2006,Richard Marshall,Fresno State,CB,71,189,,4.42,12,37.0,129,4.16,6.66
2006,Derrick Martin,Wyoming,CB,70,202,,4.50,17,40.0,127,3.97,6.73
2006,Ingle Martin,Furman,QB,74,220,30,4.71,,36.0,111,4.22,7.15
2006,Jimmy Martin,Virginia Tech,OT,77,303,,5.23,25,31.0,101,,
2006,Wendell Mathis,Fresno State,RB,73,210,,4.51,20,33.0,117,4.24,6.95
2006,Fred Matua,Southern California,OG,75,306,,*5.04,28,24.5,,4.79,7.87
2006,Marcus Maxey,Miami,CB,74,198,,4.48,14,41.5,129,,
2006,Dee McCann,West Virginia,CB,71,197,,4.53,,40.5,122,4.39,7.36
2006,John McCargo,North Carolina State,DT,74,302,,5.15,25,30.5,110,4.49,7.80
2006,Stanley McClover,Auburn,DE,75,262,,4.70,19,39.0,114,4.52,7.88
2006,Tim McGarigle,Northwestern,ILB,73,242,,4.73,,38.0,118,4.08,7.10
2006,Roger McIntosh,Miami,OLB,74,237,,4.63,18,41.5,119,,
2006,Reggie McNeal,Texas A&M,QB,74,198,,4.40,,32.0,121,4.27,6.98
2006,Marcus McNeill,Auburn,OT,80,336,,5.07,,31.0,98,5.04,8.19
2006,Gerrick McPhearson,Maryland,CB,70,196,,4.42,18,41.5,129,,
2006,Paul McQuistan,Weber State (UT),OT,78,312,,5.07,28,29.5,110,4.65,7.72
2006,Rob Meadow,Washington,OG,77,324,,5.40,29,24.0,99,4.76,7.96
2006,Vincent Meeks,Texas Tech,SS,71,210,,4.85,11,33.0,112,,
2006,Erik Meyer,Eastern Washington,QB,73,210,,4.67,,32.5,112,4.14,6.83
2006,Garrett Mills,Tulsa,FB,73,241,,4.64,23,35.5,111,4.06,6.82
2006,Jeremy Mincey,Florida,DE,76,259,,4.76,27,33.5,116,4.25,7.01
2006,DeMario Minter,Georgia,CB,71,190,,4.52,10,38.5,131,4.12,6.88
2006,Anthony Mix,Auburn,WR,76,235,,4.48,,31.5,111,,
2006,Will Montgomery,Virginia Tech,C,75,312,,5.12,35,29.5,104,4.43,7.40
2006,DonTrell Moore,New Mexico,RB,70,210,,4.64,18,32.0,116,4.34,7.12
2006,Sinorice Moss,Miami,WR,68,185,,4.38,,,,,
2006,Martin Nance,Miami (OH),WR,76,213,,4.55,,33.5,112,4.09,6.91
2006,Terna Nande,Miami (OH),OLB,73,232,,4.51,41,39.0,124,4.12,6.98
2006,Javon Nanton,Miami,DE,76,250,,4.80,22,28.5,108,,
2006,Khalid Naziruddin,Texas Tech,CB,69,185,,4.64,17,38.5,119,,
2006,Barrick Nealy,Texas State,QB,76,226,,4.57,,32.5,114,4.29,6.94
2006,Haloti Ngata,Oregon,DT,76,338,,5.13,37,31.5,110,4.69,7.97
2006,A.J. Nicholson,Florida State,OLB,73,252,,4.88,25,,116,4.46,7.37
2006,Rob Ninkovich,Purdue,DE,75,260,,4.91,23,34.5,116,4.18,6.96
2006,Jerious Norwood,Mississippi State,RB,73,210,,4.40,15,36.5,122,4.26,6.81
2006,Ryan O'Callaghan,California,OT,79,344,,5.39,21,25.0,92,,
2006,Ben Obomanu,Auburn,WR,73,205,,4.45,,38.0,116,4.23,7.18
2006,Quinn Ojinnaka,Syracuse,OT,77,309,,5.44,21,28.5,102,5.12,8.47
2006,Drew Olson,UCLA,QB,74,222,,5.09,,23.0,97,4.44,
2006,Chijioke Onyenegecha,Oklahoma,CB,74,215,,4.55,16,34.5,118,,
2006,Jonathan Orr,Wisconsin,WR,74,198,,4.44,,35.5,119,4.16,7.34
2006,Babatunde Oshinowo,Stanford,DT,74,304,,5.27,33,32.0,105,4.57,7.89
2006,Jarrad Page,UCLA,SS,73,239,,4.63,,38.0,127,4.14,6.70
2006,Kai Parham,Virginia,ILB,75,256,,4.98,30,35.0,116,4.36,7.36
2006,Domata Peko,Michigan State,DT,75,307,,5.27,25,28.5,103,4.54,7.70
2006,Terrance Pennington,New Mexico,OT,79,325,,5.39,28,28.5,102,,
2006,Charlie Peprah,Alabama,SS,71,206,,4.66,15,37.5,119,4.10,6.81
2006,Marvin Philip,California,C,73,307,,5.24,27,27.0,96,4.70,7.87
2006,Paul Pinegar,Fresno State,QB,77,232,,5.10,,29.0,110,4.52,7.38
2006,David Pittman,Northwestern State (LA),CB,71,182,,4.44,14,36.0,128,4.27,
2006,Jason Pociask,Wisconsin,TE,75,266,,4.84,23,32.5,115,4.32,7.31
2006,Bernard Pollard,Purdue,SS,74,224,,4.57,,36.5,131,,
2006,Leonard Pope,Georgia,TE,80,258,,4.62,22,37.5,118,4.67,7.48
2006,Quinton Porter,Boston College,QB,77,233,,4.67,,33.5,116,4.10,6.77
2006,Donovan Raiola,Wisconsin,C,74,300,,5.55,20,25.0,90,5.02,8.18
2006,Troy Reddick,Auburn,OG,77,334,,5.57,21,,,4.86,7.93
2006,Willie Reid,Florida State,WR,71,188,,4.34,,37.5,117,4.26,7.06
2006,Freddie Roach,Alabama,ILB,74,257,,4.93,,34.0,111,4.42,7.51
2006,Dale Robinson,Arizona State,ILB,73,231,,4.76,18,33.0,108,4.33,7.30
2006,Cory Rodgers,Texas Christian,WR,73,188,,4.58,,33.5,110,4.19,7.38
2006,Dennis Roland,Georgia,OT,82,328,,5.28,19,,,,
2006,Cory Ross,Nebraska,RB,66,201,,4.58,15,,,,
2006,Derrick Ross,Tarleton State (TX),RB,71,226,,4.56,20,35.0,112,4.37,7.01
2006,Pat Ross,Boston College,C,76,301,,4.99,23,,,,
2006,Richie Ross,Nebraska-Kearney,WR,76,209,,4.61,,37.0,120,4.31,6.96
2006,Frostee Rucker,Southern California,DE,75,267,,4.88,,29.5,110,,
2006,DeMeco Ryans,Alabama,OLB,73,236,,4.65,23,39.0,129,4.18,7.19
2006,Nate Salley,Ohio State,FS,74,216,,4.63,14,40.0,123,4.17,6.80
2006,Tony Scheffler,Western Michigan,TE,78,254,,4.54,17,33.5,115,4.04,6.82
2006,Anthony Schlegel,Ohio State,ILB,73,250,,4.88,21,32.0,111,4.39,7.41
2006,Jonathan Scott,Texas,OT,79,315,,5.32,,24.5,101,4.87,7.74
2006,Mark Setterstrom,Minnesota,OG,76,314,,5.38,19,26.5,100,4.56,7.64
2006,D.J. Shockley,Georgia,QB,73,214,19,4.56,,37.5,121,4.18,7.08
2006,Kevin Simon,Tennessee,OLB,70,235,,4.89,26,28.0,103,4.34,7.70
2006,Ko Simpson,South Carolina,FS,73,209,,4.45,11,40.5,122,4.20,7.09
2006,Ernie Sims,Florida State,OLB,71,231,,4.50,25,41.0,125,4.23,7.32
2006,Dwayne Slay,Texas Tech,FS,76,216,,4.78,,32.5,112,,
2006,Anthony Smith,Syracuse,FS,73,194,,4.71,18,41.0,125,4.35,6.76
2006,Brad Smith,Missouri,WR,74,213,24,4.46,,39.5,128,4.33,7.01
2006,Eric Smith,Michigan State,SS,73,209,,4.63,21,40.0,127,4.11,6.91
2006,Kent Smith,Central Michigan,QB,77,216,,4.57,,35.0,122,4.48,7.43
2006,LeKevin Smith,Nebraska,DT,75,316,,4.97,30,30.5,109,4.93,7.95
2006,Clinton Solomon,Iowa,WR,75,214,,4.58,,33.0,114,4.48,7.18
2006,Isaac Sowells,Indiana,OG,76,324,,5.15,20,28.5,101,5.02,8.14
2006,Charles Spencer,Pittsburgh,OG,77,352,,5.25,30,,,,
2006,Jason Spitz,Louisville,OG,76,313,,5.40,25,28.5,102,4.56,7.82
2006,Montavious Stanley,Louisville,DT,74,313,,5.12,,29.0,,4.62,8.08
2006,Dan Stevenson,Notre Dame,OG,77,300,,5.36,24,24.5,100,4.60,7.60
2006,Maurice Stovall,Notre Dame,WR,77,217,,4.57,,35.0,122,4.16,6.81
2006,Zach Strief,Northwestern,OT,80,330,,5.38,19,21.0,94,4.85,8.02
2006,Quinn Sypniewski,Colorado,TE,79,268,,4.77,20,32.5,114,4.54,7.09
2006,Naufahu Tahi,BYU,FB,73,254,,4.85,35,29.0,101,4.70,7.74
2006,Darryl Tapp,Virginia Tech,DE,74,252,,4.83,27,33.0,109,4.48,7.32
2006,Tony Tella,Miami,OG,76,307,,*5.20,24,24.5,,4.84,8.18
2006,David Thomas,Texas,TE,75,252,,4.67,19,37.5,113,4.35,7.07
2006,Joe Toledo,Washington,OT,78,337,,5.11,32,,,,
2006,Michael Toudouze,Texas Christian,OT,78,303,,5.12,23,26.5,100,4.71,7.47
2006,Anthony Trucks,Oregon,OLB,73,233,,4.76,22,37.0,125,4.21,7.01
2006,Jeremy Trueblood,Boston College,OT,80,316,,5.25,20,27.5,96,4.71,7.84
2006,Stephen Tulloch,North Carolina State,ILB,71,241,,4.84,27,33.5,113,4.18,7.20
2006,Cameron Vaughn,Louisiana State,OLB,76,235,,4.65,17,32.0,117,4.23,7.25
2006,Marcus Vick,Virginia Tech,QB,73,200,11,4.47,,36.0,117,4.08,6.95
2006,Lawrence Vickers,Colorado,FB,73,245,,4.82,21,30.5,104,4.64,7.75
2006,Delanie Walker,Central Missouri,WR,73,240,,4.49,,36.5,118,,
2006,John Walker,Southern California,CB,73,205,,4.62,,40.0,125,4.18,
2006,Cooper Wallace,Auburn,TE,76,261,,4.78,21,29.0,105,4.22,7.30
2006,Scott Ware,Southern California,SS,73,218,,4.70,15,37.0,115,4.27,7.05
2006,Leon Washington,Florida State,RB,68,201,,4.42,17,32.5,105,4.37,6.96
2006,Pat Watkins,Florida State,FS,77,211,,4.42,14,41.0,133,,
2006,Todd Watkins,BYU,WR,75,202,,4.40,,37.0,118,4.25,7.13
2006,Gabe Watson,Michigan,DT,76,339,,5.27,36,25.0,96,4.82,8.28
2006,Dee Webb,Florida,CB,71,183,,4.41,,36.5,121,,
2006,Jeff Webb,San Diego State,WR,74,211,,4.40,,36.0,126,4.08,6.81
2006,Stefon Wheeler,Michigan State,OT,77,339,,5.73,,19.5,74,4.87,8.09
2006,Guy Whimper,East Carolina,OT,77,304,,4.96,26,29.0,102,4.61,7.39
2006,Terrence Whitehead,Oregon,RB,70,209,,4.69,,30.5,108,4.29,7.22
2006,Charlie Whitehurst,Clemson,QB,77,223,33,4.75,,33.0,112,4.12,7.00
2006,E.J. Whitley,Texas Tech,OT,77,309,,5.35,16,25.0,101,4.80,7.55
2006,Donte Whitner,Ohio State,SS,70,204,,4.40,18,40.0,132,,
2006,Andrew Whitworth,Louisiana State,OT,79,334,,5.16,28,30.5,112,4.84,8.26
2006,Gerris Wilkinson,Georgia Tech,ILB,75,233,,4.66,19,39.0,122,4.18,7.23
2006,Brandon Williams,Wisconsin,WR,70,179,,4.48,,34.5,115,4.09,6.87
2006,DeAngelo Williams,Memphis,RB,69,214,,*4.49,25,35.5,,,
2006,Jamar Williams,Arizona State,OLB,73,236,,4.59,,37.0,120,4.29,7.03
2006,Leon Williams,Miami,ILB,75,245,,4.54,25,,,,
2006,Mario Williams,North Carolina State,DE,79,295,,4.70,35,40.5,120,4.37,7.21
2006,T.J. Williams,North Carolina State,TE,75,269,,4.72,25,34.0,111,4.58,7.50
2006,Travis Wilson,Oklahoma,WR,74,214,,4.47,,36.5,120,4.03,6.71
2006,Kamerion Wimbley,Florida State,DE,76,248,,4.61,24,38.5,129,4.48,6.98
2006,Eric Winston,Miami,OT,79,310,,4.94,,29.0,108,4.49,7.47
2006,Rodrique Wright,Texas,DT,77,300,,5.08,31,32.0,110,4.52,7.85
2006,James Wyche,Syracuse,DE,78,262,,4.63,33,33.0,116,4.51,7.76
